name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Lou Barletta,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.984,0.016
Lou Barletta,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.998,0.002
Lou Barletta,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.963,0.037
Lou Barletta,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Lou Barletta,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Lou Barletta,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.991,0.009
Lou Barletta,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.995,0.005
Lou Barletta,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.995,0.005
Lou Barletta,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.995,0.005
Lou Barletta,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.995,0.005
Lou Barletta,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.992,0.008
Lou Barletta,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.998,0.002
Lou Barletta,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.995,0.005
Lou Barletta,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.992,0.008
Lou Barletta,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.988,0.012
Lou Barletta,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.998,0.002
Lou Barletta,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.982,0.018
Lou Barletta,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.968,0.032
Lou Barletta,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Jason Chaffetz,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.981,0.019
Jason Chaffetz,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.983,0.017
Jason Chaffetz,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.985,0.015
Jason Chaffetz,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.984,0.016
Jason Chaffetz,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.998,0.002
Jason Chaffetz,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.963,0.037
Jason Chaffetz,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Jason Chaffetz,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Jason Chaffetz,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.991,0.009
Jason Chaffetz,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.995,0.005
Jason Chaffetz,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.995,0.005
Jason Chaffetz,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.995,0.005
Jason Chaffetz,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.995,0.005
Jason Chaffetz,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.993,0.007
Jason Chaffetz,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.998,0.002
Jason Chaffetz,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.996,0.004
Jason Chaffetz,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.992,0.008
Jason Chaffetz,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.988,0.012
Jason Chaffetz,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.998,0.002
Jason Chaffetz,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.982,0.018
Jason Chaffetz,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.968,0.032
Jason Chaffetz,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Joaquin Castro,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.083,0.917
Joaquin Castro,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.839,0.161
Joaquin Castro,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.119,-0.119
Joaquin Castro,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.034,-0.034
Joaquin Castro,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.022,-0.022
Joaquin Castro,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.107,-0.107
Joaquin Castro,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.009,-0.009
Joaquin Castro,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.01,-0.01
Joaquin Castro,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.02,-0.02
Joaquin Castro,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.015,-0.015
Joaquin Castro,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.026,-0.026
Joaquin Castro,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.014,-0.014
Joaquin Castro,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.017,-0.017
Joaquin Castro,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.01,-0.01
Joaquin Castro,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.017,-0.017
Joaquin Castro,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.024,-0.024
Joaquin Castro,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.014,-0.014
Joaquin Castro,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.044,-0.044
Joaquin Castro,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.014,-0.014
Joaquin Castro,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.292,-0.292
Joaquin Castro,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.036,-0.036
Joaquin Castro,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.011,-0.011
Mike Johnson,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.982,0.018
Mike Johnson,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.983,0.017
Mike Johnson,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.985,0.015
Mike Johnson,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.985,0.015
Mike Johnson,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.998,0.002
Mike Johnson,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.964,0.036
Mike Johnson,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Mike Johnson,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Mike Johnson,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.991,0.009
Mike Johnson,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.995,0.005
Mike Johnson,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.995,0.005
Mike Johnson,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.995,0.005
Mike Johnson,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.995,0.005
Mike Johnson,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.993,0.007
Mike Johnson,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.998,0.002
Mike Johnson,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.996,0.004
Mike Johnson,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.993,0.007
Mike Johnson,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.989,0.011
Mike Johnson,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.998,0.002
Mike Johnson,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.982,0.018
Mike Johnson,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.969,0.031
Mike Johnson,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.998,0.002
Doug Lamborn,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.982,0.018
Doug Lamborn,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.983,0.017
Doug Lamborn,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.985,0.015
Doug Lamborn,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.985,0.015
Doug Lamborn,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.998,0.002
Doug Lamborn,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.964,0.036
Doug Lamborn,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.997,0.003
Doug Lamborn,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.998,0.002
Doug Lamborn,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.991,0.009
Doug Lamborn,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.995,0.005
Doug Lamborn,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.995,0.005
